# mapping_set_id: https://w3id.org/lmodel/gist/mappings/gist-cdm
# curie_map:
#   common_domain_model: https://w3id.org/lmodel/common_domain_model/
#   gist: https://w3id.org/lmodel/gist/
#   skos: http://www.w3.org/2004/02/skos/core#
#   semapv: https://w3id.org/semapv/vocab/
# mapping_set_description: Manually curated SSSOM mappings between FINOS CDM classes and the Gist upper business ontology (lmodel/gist).
# license: https://creativecommons.org/licenses/by/4.0/
# subject_source: https://w3id.org/lmodel/gist
# object_source: https://w3id.org/lmodel/common_domain_model
# mapping_date: 2026-06-01
subject_id	subject_label	subject_source	predicate_id	object_id	object_label	object_source	mapping_justification	comment
gist:Magnitude	Magnitude	gist	skos:closeMatch	common_domain_model:Cash	Cash	common_domain_model	semapv:ManualMappingCuration	A cash position is a currency-denominated magnitude
gist:Magnitude	Magnitude	gist	skos:relatedMatch	common_domain_model:Price	Price	common_domain_model	semapv:ManualMappingCuration	CDM Price is a typed magnitude in market terms
gist:Magnitude	Magnitude	gist	skos:closeMatch	common_domain_model:Quantity	Quantity	common_domain_model	semapv:ManualMappingCuration	Magnitude with unit-of-measure
gist:Magnitude	Magnitude	gist	skos:closeMatch	common_domain_model:Measure	Measure	common_domain_model	semapv:ManualMappingCuration	A measured value with unit
gist:UnitOfMeasure	UnitOfMeasure	gist	skos:closeMatch	common_domain_model:UnitType	UnitType	common_domain_model	semapv:ManualMappingCuration	CDM UnitType selects a unit of measure
gist:TimeInterval	TimeInterval	gist	skos:closeMatch	common_domain_model:Period	Period	common_domain_model	semapv:ManualMappingCuration	A duration / time interval
gist:ScheduledEvent	ScheduledEvent	gist	skos:relatedMatch	common_domain_model:Schedule	Schedule	common_domain_model	semapv:ManualMappingCuration	CDM Schedule lists step events; gist ScheduledEvent models a single planned occurrence
gist:Transaction	Transaction	gist	skos:closeMatch	common_domain_model:Trade	Trade	common_domain_model	semapv:ManualMappingCuration	A trade is a financial transaction
gist:Transaction	Transaction	gist	skos:relatedMatch	common_domain_model:TradeState	TradeState	common_domain_model	semapv:ManualMappingCuration	TradeState wraps a Trade with state metadata
gist:Agreement	Agreement	gist	skos:exactMatch	common_domain_model:Agreement	Agreement	common_domain_model	semapv:ManualMappingCuration	Both represent a bilateral/multilateral agreement
gist:Agreement	Agreement	gist	skos:broadMatch	common_domain_model:MasterAgreement	MasterAgreement	common_domain_model	semapv:ManualMappingCuration	CDM MasterAgreement is a specific subtype (e.g. ISDA Master)
gist:Event	Event	gist	skos:closeMatch	common_domain_model:BusinessEvent	BusinessEvent	common_domain_model	semapv:ManualMappingCuration	A lifecycle event in the business sense
gist:Task	Task	gist	skos:relatedMatch	common_domain_model:Workflow	Workflow	common_domain_model	semapv:ManualMappingCuration	Workflow groups tasks; gist Task models a unit of work
gist:Assignment	Assignment	gist	skos:closeMatch	common_domain_model:RelatedParty	RelatedParty	common_domain_model	semapv:ManualMappingCuration	gist Assignment binds a Party to a role/responsibility
gist:Assignment	Assignment	gist	skos:closeMatch	common_domain_model:Counterparty	Counterparty	common_domain_model	semapv:ManualMappingCuration	Counterparty assigns a Party to a buyer/seller role
gist:Assignment	Assignment	gist	skos:closeMatch	common_domain_model:NaturalPersonRole	NaturalPersonRole	common_domain_model	semapv:ManualMappingCuration	Role assignment for a natural person
gist:Specification	Specification	gist	skos:relatedMatch	common_domain_model:EligibleCollateralCriteria	EligibleCollateralCriteria	common_domain_model	semapv:ManualMappingCuration	Specification of acceptable collateral
gist:ContractTerm	ContractTerm	gist	skos:relatedMatch	common_domain_model:CollateralProvisions	CollateralProvisions	common_domain_model	semapv:ManualMappingCuration	Collateral provisions are contract terms
gist:ProductSpecification	ProductSpecification	gist	skos:closeMatch	common_domain_model:TradableProduct	TradableProduct	common_domain_model	semapv:ManualMappingCuration	Specification of a tradable product
